T	Type	Pickup	Origin	Destination	Region	Rate	Payoff
1	Travel	1.0	3.0	2.0			1.0
1	Travel	0.0	3.0	2.0			1.0
1	Travel	1.0	3.0	3.0			1.0
1	Travel	0.0	3.0	3.0			1.0
1	Travel	1.0	3.0	4.0			1.0
1	Travel	0.0	3.0	4.0			1.0
1	Travel	1.0	4.0	0.0			1.0
1	Travel	0.0	4.0	0.0			1.0
1	Travel	1.0	4.0	1.0			1.0
1	Travel	0.0	4.0	1.0			1.0
1	Travel	1.0	4.0	2.0			1.0
1	Travel	0.0	4.0	2.0			1.0
1	Travel	1.0	4.0	3.0			1.0
1	Travel	0.0	4.0	3.0			1.0
1	Travel	1.0	4.0	4.0			1.0
1	Travel	0.0	4.0	4.0			1.0
1	Travel				0.0	2.0	-0.5
2	Travel	1.0	0.0	0.0			1.0
2	Travel	0.0	0.0	0.0			1.0
2	Travel	1.0	0.0	1.0			1.0
2	Travel	0.0	0.0	1.0			1.0
2	Travel	1.0	0.0	2.0			1.0
2	Travel	0.0	0.0	2.0			1.0
2	Travel	1.0	0.0	3.0			1.0
2	Travel	0.0	0.0	3.0			1.0
2	Travel	1.0	0.0	4.0			1.0
2	Travel	0.0	0.0	4.0			1.0
2	Travel	1.0	1.0	0.0			1.0
2	Travel	0.0	1.0	0.0			1.0
2	Travel	1.0	1.0	1.0			1.0
2	Travel	0.0	1.0	1.0			1.0
2	Travel	1.0	1.0	2.0			1.0
2	Travel	0.0	1.0	2.0			1.0
2	Travel	1.0	1.0	3.0			1.0
2	Travel	0.0	1.0	3.0			1.0
2	Travel	1.0	1.0	4.0			1.0
2	Travel	0.0	1.0	4.0			1.0
2	Travel	1.0	2.0	0.0			1.0
2	Travel	0.0	2.0	0.0			1.0
2	Travel	1.0	2.0	1.0			1.0
2	Travel	0.0	2.0	1.0			1.0
2	Travel	1.0	2.0	2.0			1.0
2	Travel	0.0	2.0	2.0			1.0
2	Travel	1.0	2.0	3.0			1.0
2	Travel	0.0	2.0	3.0			1.0
2	Travel	1.0	2.0	4.0			1.0
2	Travel	0.0	2.0	4.0			1.0
2	Travel	1.0	3.0	0.0			1.0
2	Travel	0.0	3.0	0.0			1.0
2	Travel	1.0	3.0	1.0			1.0
2	Travel	0.0	3.0	1.0			1.0
2	Travel	1.0	3.0	2.0			1.0
2	Travel	0.0	3.0	2.0			1.0
2	Travel	1.0	3.0	3.0			1.0
2	Travel	0.0	3.0	3.0			1.0
2	Travel	1.0	3.0	4.0			1.0
2	Travel	0.0	3.0	4.0			1.0
2	Travel	1.0	4.0	0.0			1.0
2	Travel	0.0	4.0	0.0			1.0
2	Travel	1.0	4.0	1.0			1.0
2	Travel	0.0	4.0	1.0			1.0
2	Travel	1.0	4.0	2.0			1.0
2	Travel	0.0	4.0	2.0			1.0
2	Travel	1.0	4.0	3.0			1.0
2	Travel	0.0	4.0	3.0			1.0
2	Travel	1.0	4.0	4.0			1.0
2	Travel	0.0	4.0	4.0			1.0
2	Travel				0.0	2.0	-0.5
3	Travel	1.0	0.0	0.0			1.0
3	Travel	0.0	0.0	0.0			1.0
3	Travel	1.0	0.0	1.0			1.0
3	Travel	0.0	0.0	1.0			1.0
3	Travel	1.0	0.0	2.0			1.0
3	Travel	0.0	0.0	2.0			1.0
3	Travel	1.0	0.0	3.0			1.0
3	Travel	0.0	0.0	3.0			1.0
3	Travel	1.0	0.0	4.0			1.0
3	Travel	0.0	0.0	4.0			1.0
3	Travel	1.0	1.0	0.0			1.0
3	Travel	0.0	1.0	0.0			1.0
3	Travel	1.0	1.0	1.0			1.0
3	Travel	0.0	1.0	1.0			1.0
3	Travel	1.0	1.0	2.0			1.0
3	Travel	0.0	1.0	2.0			1.0
3	Travel	1.0	1.0	3.0			1.0
3	Travel	0.0	1.0	3.0			1.0
3	Travel	1.0	1.0	4.0			1.0
3	Travel	0.0	1.0	4.0			1.0
3	Travel	1.0	2.0	0.0			1.0
3	Travel	0.0	2.0	0.0			1.0
3	Travel	1.0	2.0	1.0			1.0
3	Travel	0.0	2.0	1.0			1.0
3	Travel	1.0	2.0	2.0			1.0
3	Travel	0.0	2.0	2.0			1.0
3	Travel	1.0	2.0	3.0			1.0
3	Travel	0.0	2.0	3.0			1.0
3	Travel	1.0	2.0	4.0			1.0
3	Travel	0.0	2.0	4.0			1.0
3	Travel	1.0	3.0	0.0			1.0
3	Travel	0.0	3.0	0.0			1.0
3	Travel	1.0	3.0	1.0			1.0
3	Travel	0.0	3.0	1.0			1.0
3	Travel	1.0	3.0	2.0			1.0
3	Travel	0.0	3.0	2.0			1.0
3	Travel	1.0	3.0	3.0			1.0
3	Travel	0.0	3.0	3.0			1.0
3	Travel	1.0	3.0	4.0			1.0
3	Travel	0.0	3.0	4.0			1.0
3	Travel	1.0	4.0	0.0			1.0
3	Travel	0.0	4.0	0.0			1.0
3	Travel	1.0	4.0	1.0			1.0
3	Travel	0.0	4.0	1.0			1.0
3	Travel	1.0	4.0	2.0			1.0
3	Travel	0.0	4.0	2.0			1.0
3	Travel	1.0	4.0	3.0			1.0
3	Travel	0.0	4.0	3.0			1.0
3	Travel	1.0	4.0	4.0			1.0
3	Travel	0.0	4.0	4.0			1.0
3	Travel				0.0	2.0	-0.5
4	Travel	1.0	0.0	0.0			1.0
4	Travel	0.0	0.0	0.0			1.0
4	Travel	1.0	0.0	1.0			1.0
4	Travel	0.0	0.0	1.0			1.0
4	Travel	1.0	0.0	2.0			1.0
4	Travel	0.0	0.0	2.0			1.0
4	Travel	1.0	0.0	3.0			1.0
4	Travel	0.0	0.0	3.0			1.0
4	Travel	1.0	0.0	4.0			1.0
4	Travel	0.0	0.0	4.0			1.0
4	Travel	1.0	1.0	0.0			1.0
4	Travel	0.0	1.0	0.0			1.0
4	Travel	1.0	1.0	1.0			1.0
4	Travel	0.0	1.0	1.0			1.0
4	Travel	1.0	1.0	2.0			1.0
4	Travel	0.0	1.0	2.0			1.0
4	Travel	1.0	1.0	3.0			1.0
4	Travel	0.0	1.0	3.0			1.0
4	Travel	1.0	1.0	4.0			1.0
4	Travel	0.0	1.0	4.0			1.0
4	Travel	1.0	2.0	0.0			1.0
4	Travel	0.0	2.0	0.0			1.0
4	Travel	1.0	2.0	1.0			1.0
4	Travel	0.0	2.0	1.0			1.0
4	Travel	1.0	2.0	2.0			1.0
4	Travel	0.0	2.0	2.0			1.0
4	Travel	1.0	2.0	3.0			1.0
4	Travel	0.0	2.0	3.0			1.0
4	Travel	1.0	2.0	4.0			1.0
4	Travel	0.0	2.0	4.0			1.0
4	Travel	1.0	3.0	0.0			1.0
4	Travel	0.0	3.0	0.0			1.0
4	Travel	1.0	3.0	1.0			1.0
4	Travel	0.0	3.0	1.0			1.0
4	Travel	1.0	3.0	2.0			1.0
4	Travel	0.0	3.0	2.0			1.0
4	Travel	1.0	3.0	3.0			1.0
4	Travel	0.0	3.0	3.0			1.0
4	Travel	1.0	3.0	4.0			1.0
4	Travel	0.0	3.0	4.0			1.0
4	Travel	1.0	4.0	0.0			1.0
4	Travel	0.0	4.0	0.0			1.0
4	Travel	1.0	4.0	1.0			1.0
4	Travel	0.0	4.0	1.0			1.0
4	Travel	1.0	4.0	2.0			1.0
4	Travel	0.0	4.0	2.0			1.0
4	Travel	1.0	4.0	3.0			1.0
4	Travel	0.0	4.0	3.0			1.0
4	Travel	1.0	4.0	4.0			1.0
4	Travel	0.0	4.0	4.0			1.0
4	Travel				0.0	2.0	-0.5
5	Travel	1.0	0.0	0.0			1.0
5	Travel	0.0	0.0	0.0			1.0
5	Travel	1.0	0.0	1.0			1.0
5	Travel	0.0	0.0	1.0			1.0
5	Travel	1.0	0.0	2.0			1.0
5	Travel	0.0	0.0	2.0			1.0
5	Travel	1.0	0.0	3.0			1.0
5	Travel	0.0	0.0	3.0			1.0
5	Travel	1.0	0.0	4.0			1.0
5	Travel	0.0	0.0	4.0			1.0
5	Travel	1.0	1.0	0.0			1.0
5	Travel	0.0	1.0	0.0			1.0
5	Travel	1.0	1.0	1.0			1.0
5	Travel	0.0	1.0	1.0			1.0
5	Travel	1.0	1.0	2.0			1.0
5	Travel	0.0	1.0	2.0			1.0
5	Travel	1.0	1.0	3.0			1.0
5	Travel	0.0	1.0	3.0			1.0
5	Travel	1.0	1.0	4.0			1.0
5	Travel	0.0	1.0	4.0			1.0
5	Travel	1.0	2.0	0.0			1.0
5	Travel	0.0	2.0	0.0			1.0
5	Travel	1.0	2.0	1.0			1.0
5	Travel	0.0	2.0	1.0			1.0
5	Travel	1.0	2.0	2.0			1.0
5	Travel	0.0	2.0	2.0			1.0
5	Travel	1.0	2.0	3.0			1.0
5	Travel	0.0	2.0	3.0			1.0
5	Travel	1.0	2.0	4.0			1.0
5	Travel	0.0	2.0	4.0			1.0
5	Travel	1.0	3.0	0.0			1.0
5	Travel	0.0	3.0	0.0			1.0
5	Travel	1.0	3.0	1.0			1.0
5	Travel	0.0	3.0	1.0			1.0
5	Travel	1.0	3.0	2.0			1.0
5	Travel	0.0	3.0	2.0			1.0
5	Travel	1.0	3.0	3.0			1.0
5	Travel	0.0	3.0	3.0			1.0
5	Travel	1.0	3.0	4.0			1.0
5	Travel	0.0	3.0	4.0			1.0
5	Travel	1.0	4.0	0.0			1.0
5	Travel	0.0	4.0	0.0			1.0
5	Travel	1.0	4.0	1.0			1.0
5	Travel	0.0	4.0	1.0			1.0
5	Travel	1.0	4.0	2.0			1.0
5	Travel	0.0	4.0	2.0			1.0
5	Travel	1.0	4.0	3.0			1.0
5	Travel	0.0	4.0	3.0			1.0
5	Travel	1.0	4.0	4.0			1.0
5	Travel	0.0	4.0	4.0			1.0
5	Travel				0.0	2.0	-0.5
6	Travel	1.0	0.0	0.0			1.0
6	Travel	0.0	0.0	0.0			1.0
6	Travel	1.0	0.0	1.0			1.0
6	Travel	0.0	0.0	1.0			1.0
6	Travel	1.0	0.0	2.0			1.0
6	Travel	0.0	0.0	2.0			1.0
6	Travel	1.0	0.0	3.0			1.0
6	Travel	0.0	0.0	3.0			1.0
6	Travel	1.0	0.0	4.0			1.0
6	Travel	0.0	0.0	4.0			1.0
6	Travel	1.0	1.0	0.0			1.0
6	Travel	0.0	1.0	0.0			1.0
6	Travel	1.0	1.0	1.0			1.0
6	Travel	0.0	1.0	1.0			1.0
6	Travel	1.0	1.0	2.0			1.0
6	Travel	0.0	1.0	2.0			1.0
6	Travel	1.0	1.0	3.0			1.0
6	Travel	0.0	1.0	3.0			1.0
6	Travel	1.0	1.0	4.0			1.0
6	Travel	0.0	1.0	4.0			1.0
6	Travel	1.0	2.0	0.0			1.0
6	Travel	0.0	2.0	0.0			1.0
6	Travel	1.0	2.0	1.0			1.0
6	Travel	0.0	2.0	1.0			1.0
6	Travel	1.0	2.0	2.0			1.0
6	Travel	0.0	2.0	2.0			1.0
6	Travel	1.0	2.0	3.0			1.0
6	Travel	0.0	2.0	3.0			1.0
6	Travel	1.0	2.0	4.0			1.0
6	Travel	0.0	2.0	4.0			1.0
6	Travel	1.0	3.0	0.0			1.0
6	Travel	0.0	3.0	0.0			1.0
6	Travel	1.0	3.0	1.0			1.0
6	Travel	0.0	3.0	1.0			1.0
6	Travel	1.0	3.0	2.0			1.0
6	Travel	0.0	3.0	2.0			1.0
6	Travel	1.0	3.0	3.0			1.0
6	Travel	0.0	3.0	3.0			1.0
6	Travel	1.0	3.0	4.0			1.0
6	Travel	0.0	3.0	4.0			1.0
6	Travel	1.0	4.0	0.0			1.0
6	Travel	0.0	4.0	0.0			1.0
6	Travel	1.0	4.0	1.0			1.0
6	Travel	0.0	4.0	1.0			1.0
6	Travel	1.0	4.0	2.0			1.0
6	Travel	0.0	4.0	2.0			1.0
6	Travel	1.0	4.0	3.0			1.0
6	Travel	0.0	4.0	3.0			1.0
6	Travel	1.0	4.0	4.0			1.0
6	Travel	0.0	4.0	4.0			1.0
6	Travel				0.0	2.0	-0.5
7	Travel	1.0	0.0	0.0			1.0
7	Travel	0.0	0.0	0.0			1.0
7	Travel	1.0	0.0	1.0			1.0
7	Travel	0.0	0.0	1.0			1.0
7	Travel	1.0	0.0	2.0			1.0
7	Travel	0.0	0.0	2.0			1.0
7	Travel	1.0	0.0	3.0			1.0
7	Travel	0.0	0.0	3.0			1.0
7	Travel	1.0	0.0	4.0			1.0
7	Travel	0.0	0.0	4.0			1.0
7	Travel	1.0	1.0	0.0			1.0
7	Travel	0.0	1.0	0.0			1.0
7	Travel	1.0	1.0	1.0			1.0
7	Travel	0.0	1.0	1.0			1.0
7	Travel	1.0	1.0	2.0			1.0
7	Travel	0.0	1.0	2.0			1.0
7	Travel	1.0	1.0	3.0			1.0
7	Travel	0.0	1.0	3.0			1.0
7	Travel	1.0	1.0	4.0			1.0
7	Travel	0.0	1.0	4.0			1.0
7	Travel	1.0	2.0	0.0			1.0
7	Travel	0.0	2.0	0.0			1.0
7	Travel	1.0	2.0	1.0			1.0
7	Travel	0.0	2.0	1.0			1.0
7	Travel	1.0	2.0	2.0			1.0
7	Travel	0.0	2.0	2.0			1.0
7	Travel	1.0	2.0	3.0			1.0
7	Travel	0.0	2.0	3.0			1.0
7	Travel	1.0	2.0	4.0			1.0
7	Travel	0.0	2.0	4.0			1.0
7	Travel	1.0	3.0	0.0			1.0
7	Travel	0.0	3.0	0.0			1.0
7	Travel	1.0	3.0	1.0			1.0
7	Travel	0.0	3.0	1.0			1.0
7	Travel	1.0	3.0	2.0			1.0
7	Travel	0.0	3.0	2.0			1.0
7	Travel	1.0	3.0	3.0			1.0
7	Travel	0.0	3.0	3.0			1.0
7	Travel	1.0	3.0	4.0			1.0
7	Travel	0.0	3.0	4.0			1.0
7	Travel	1.0	4.0	0.0			1.0
7	Travel	0.0	4.0	0.0			1.0
7	Travel	1.0	4.0	1.0			1.0
7	Travel	0.0	4.0	1.0			1.0
7	Travel	1.0	4.0	2.0			1.0
7	Travel	0.0	4.0	2.0			1.0
7	Travel	1.0	4.0	3.0			1.0
7	Travel	0.0	4.0	3.0			1.0
7	Travel	1.0	4.0	4.0			1.0
7	Travel	0.0	4.0	4.0			1.0
7	Travel				0.0	2.0	-0.5
8	Travel	1.0	0.0	0.0			1.0
8	Travel	0.0	0.0	0.0			1.0
8	Travel	1.0	0.0	1.0			1.0
8	Travel	0.0	0.0	1.0			1.0
8	Travel	1.0	0.0	2.0			1.0
8	Travel	0.0	0.0	2.0			1.0
8	Travel	1.0	0.0	3.0			1.0
8	Travel	0.0	0.0	3.0			1.0
8	Travel	1.0	0.0	4.0			1.0
8	Travel	0.0	0.0	4.0			1.0
8	Travel	1.0	1.0	0.0			1.0
8	Travel	0.0	1.0	0.0			1.0
8	Travel	1.0	1.0	1.0			1.0
8	Travel	0.0	1.0	1.0			1.0
8	Travel	1.0	1.0	2.0			1.0
8	Travel	0.0	1.0	2.0			1.0
8	Travel	1.0	1.0	3.0			1.0
8	Travel	0.0	1.0	3.0			1.0
8	Travel	1.0	1.0	4.0			1.0
8	Travel	0.0	1.0	4.0			1.0
8	Travel	1.0	2.0	0.0			1.0
8	Travel	0.0	2.0	0.0			1.0
8	Travel	1.0	2.0	1.0			1.0
8	Travel	0.0	2.0	1.0			1.0
8	Travel	1.0	2.0	2.0			1.0
8	Travel	0.0	2.0	2.0			1.0
8	Travel	1.0	2.0	3.0			1.0
8	Travel	0.0	2.0	3.0			1.0
8	Travel	1.0	2.0	4.0			1.0
8	Travel	0.0	2.0	4.0			1.0
8	Travel	1.0	3.0	0.0			1.0
8	Travel	0.0	3.0	0.0			1.0
8	Travel	1.0	3.0	1.0			1.0
8	Travel	0.0	3.0	1.0			1.0
8	Travel	1.0	3.0	2.0			1.0
8	Travel	0.0	3.0	2.0			1.0
8	Travel	1.0	3.0	3.0			1.0
8	Travel	0.0	3.0	3.0			1.0
8	Travel	1.0	3.0	4.0			1.0
8	Travel	0.0	3.0	4.0			1.0
8	Travel	1.0	4.0	0.0			1.0
8	Travel	0.0	4.0	0.0			1.0
8	Travel	1.0	4.0	1.0			1.0
8	Travel	0.0	4.0	1.0			1.0
8	Travel	1.0	4.0	2.0			1.0
8	Travel	0.0	4.0	2.0			1.0
8	Travel	1.0	4.0	3.0			1.0
8	Travel	0.0	4.0	3.0			1.0
8	Travel	1.0	4.0	4.0			1.0
8	Travel	0.0	4.0	4.0			1.0
8	Travel				0.0	2.0	-0.5
9	Travel	1.0	0.0	0.0			1.0
9	Travel	0.0	0.0	0.0			1.0
9	Travel	1.0	0.0	1.0			1.0
9	Travel	0.0	0.0	1.0			1.0
9	Travel	1.0	0.0	2.0			1.0
9	Travel	0.0	0.0	2.0			1.0
9	Travel	1.0	0.0	3.0			1.0
9	Travel	0.0	0.0	3.0			1.0
9	Travel	1.0	0.0	4.0			1.0
9	Travel	0.0	0.0	4.0			1.0
9	Travel	1.0	1.0	0.0			1.0
9	Travel	0.0	1.0	0.0			1.0
9	Travel	1.0	1.0	1.0			1.0
9	Travel	0.0	1.0	1.0			1.0
9	Travel	1.0	1.0	2.0			1.0
9	Travel	0.0	1.0	2.0			1.0
9	Travel	1.0	1.0	3.0			1.0
9	Travel	0.0	1.0	3.0			1.0
9	Travel	1.0	1.0	4.0			1.0
9	Travel	0.0	1.0	4.0			1.0
9	Travel	1.0	2.0	0.0			1.0
9	Travel	0.0	2.0	0.0			1.0
9	Travel	1.0	2.0	1.0			1.0
9	Travel	0.0	2.0	1.0			1.0
9	Travel	1.0	2.0	2.0			1.0
9	Travel	0.0	2.0	2.0			1.0
9	Travel	1.0	2.0	3.0			1.0
9	Travel	0.0	2.0	3.0			1.0
9	Travel	1.0	2.0	4.0			1.0
9	Travel	0.0	2.0	4.0			1.0
9	Travel	1.0	3.0	0.0			1.0
9	Travel	0.0	3.0	0.0			1.0
9	Travel	1.0	3.0	1.0			1.0
9	Travel	0.0	3.0	1.0			1.0
9	Travel	1.0	3.0	2.0			1.0
9	Travel	0.0	3.0	2.0			1.0
9	Travel	1.0	3.0	3.0			1.0
9	Travel	0.0	3.0	3.0			1.0
9	Travel	1.0	3.0	4.0			1.0
9	Travel	0.0	3.0	4.0			1.0
9	Travel	1.0	4.0	0.0			1.0
9	Travel	0.0	4.0	0.0			1.0
9	Travel	1.0	4.0	1.0			1.0
9	Travel	0.0	4.0	1.0			1.0
9	Travel	1.0	4.0	2.0			1.0
9	Travel	0.0	4.0	2.0			1.0
9	Travel	1.0	4.0	3.0			1.0
9	Travel	0.0	4.0	3.0			1.0
9	Travel	1.0	4.0	4.0			1.0
9	Travel	0.0	4.0	4.0			1.0
9	Travel				0.0	2.0	-0.5
10	Travel	1.0	0.0	0.0			1.0
10	Travel	0.0	0.0	0.0			1.0
10	Travel	1.0	0.0	1.0			1.0
10	Travel	0.0	0.0	1.0			1.0
10	Travel	1.0	0.0	2.0			1.0
10	Travel	0.0	0.0	2.0			1.0
10	Travel	1.0	0.0	3.0			1.0
10	Travel	0.0	0.0	3.0			1.0
10	Travel	1.0	0.0	4.0			1.0
10	Travel	0.0	0.0	4.0			1.0
10	Travel	1.0	1.0	0.0			1.0
10	Travel	0.0	1.0	0.0			1.0
10	Travel	1.0	1.0	1.0			1.0
10	Travel	0.0	1.0	1.0			1.0
10	Travel	1.0	1.0	2.0			1.0
10	Travel	0.0	1.0	2.0			1.0
10	Travel	1.0	1.0	3.0			1.0
10	Travel	0.0	1.0	3.0			1.0
10	Travel	1.0	1.0	4.0			1.0
10	Travel	0.0	1.0	4.0			1.0
10	Travel	1.0	2.0	0.0			1.0
10	Travel	0.0	2.0	0.0			1.0
10	Travel	1.0	2.0	1.0			1.0
10	Travel	0.0	2.0	1.0			1.0
10	Travel	1.0	2.0	2.0			1.0
10	Travel	0.0	2.0	2.0			1.0
10	Travel	1.0	2.0	3.0			1.0
10	Travel	0.0	2.0	3.0			1.0
10	Travel	1.0	2.0	4.0			1.0
10	Travel	0.0	2.0	4.0			1.0
10	Travel	1.0	3.0	0.0			1.0
10	Travel	0.0	3.0	0.0			1.0
10	Travel	1.0	3.0	1.0			1.0
10	Travel	0.0	3.0	1.0			1.0
10	Travel	1.0	3.0	2.0			1.0
10	Travel	0.0	3.0	2.0			1.0
10	Travel	1.0	3.0	3.0			1.0
10	Travel	0.0	3.0	3.0			1.0
10	Travel	1.0	3.0	4.0			1.0
10	Travel	0.0	3.0	4.0			1.0
10	Travel	1.0	4.0	0.0			1.0
10	Travel	0.0	4.0	0.0			1.0
10	Travel	1.0	4.0	1.0			1.0
10	Travel	0.0	4.0	1.0			1.0
10	Travel	1.0	4.0	2.0			1.0
10	Travel	0.0	4.0	2.0			1.0
10	Travel	1.0	4.0	3.0			1.0
10	Travel	0.0	4.0	3.0			1.0
10	Travel	1.0	4.0	4.0			1.0
10	Travel	0.0	4.0	4.0			1.0
10	Travel				0.0	2.0	-0.5
11	Travel	1.0	0.0	0.0			1.0
11	Travel	0.0	0.0	0.0			1.0
11	Travel	1.0	0.0	1.0			1.0
11	Travel	0.0	0.0	1.0			1.0
11	Travel	1.0	0.0	2.0			1.0
11	Travel	0.0	0.0	2.0			1.0
11	Travel	1.0	0.0	3.0			1.0
11	Travel	0.0	0.0	3.0			1.0
11	Travel	1.0	0.0	4.0			1.0
11	Travel	0.0	0.0	4.0			1.0
11	Travel	1.0	1.0	0.0			1.0
11	Travel	0.0	1.0	0.0			1.0
11	Travel	1.0	1.0	1.0			1.0
11	Travel	0.0	1.0	1.0			1.0
11	Travel	1.0	1.0	2.0			1.0
11	Travel	0.0	1.0	2.0			1.0
11	Travel	1.0	1.0	3.0			1.0
11	Travel	0.0	1.0	3.0			1.0
11	Travel	1.0	1.0	4.0			1.0
11	Travel	0.0	1.0	4.0			1.0
11	Travel	1.0	2.0	0.0			1.0
11	Travel	0.0	2.0	0.0			1.0
11	Travel	1.0	2.0	1.0			1.0
11	Travel	0.0	2.0	1.0			1.0
11	Travel	1.0	2.0	2.0			1.0
11	Travel	0.0	2.0	2.0			1.0
11	Travel	1.0	2.0	3.0			1.0
11	Travel	0.0	2.0	3.0			1.0
11	Travel	1.0	2.0	4.0			1.0
11	Travel	0.0	2.0	4.0			1.0
11	Travel	1.0	3.0	0.0			1.0
11	Travel	0.0	3.0	0.0			1.0
11	Travel	1.0	3.0	1.0			1.0
11	Travel	0.0	3.0	1.0			1.0
11	Travel	1.0	3.0	2.0			1.0
11	Travel	0.0	3.0	2.0			1.0
11	Travel	1.0	3.0	3.0			1.0
11	Travel	0.0	3.0	3.0			1.0
11	Travel	1.0	3.0	4.0			1.0
11	Travel	0.0	3.0	4.0			1.0
11	Travel	1.0	4.0	0.0			1.0
11	Travel	0.0	4.0	0.0			1.0
11	Travel	1.0	4.0	1.0			1.0
11	Travel	0.0	4.0	1.0			1.0
11	Travel	1.0	4.0	2.0			1.0
11	Travel	0.0	4.0	2.0			1.0
11	Travel	1.0	4.0	3.0			1.0
11	Travel	0.0	4.0	3.0			1.0
11	Travel	1.0	4.0	4.0			1.0
11	Travel	0.0	4.0	4.0			1.0
11	Travel				0.0	2.0	-0.5
12	Travel	1.0	0.0	0.0			1.0
12	Travel	0.0	0.0	0.0			1.0
12	Travel	1.0	0.0	1.0			1.0
12	Travel	0.0	0.0	1.0			1.0
12	Travel	1.0	0.0	2.0			1.0
12	Travel	0.0	0.0	2.0			1.0
12	Travel	1.0	0.0	3.0			1.0
12	Travel	0.0	0.0	3.0			1.0
12	Travel	1.0	0.0	4.0			1.0
12	Travel	0.0	0.0	4.0			1.0
12	Travel	1.0	1.0	0.0			1.0
12	Travel	0.0	1.0	0.0			1.0
12	Travel	1.0	1.0	1.0			1.0
12	Travel	0.0	1.0	1.0			1.0
12	Travel	1.0	1.0	2.0			1.0
12	Travel	0.0	1.0	2.0			1.0
12	Travel	1.0	1.0	3.0			1.0
12	Travel	0.0	1.0	3.0			1.0
12	Travel	1.0	1.0	4.0			1.0
12	Travel	0.0	1.0	4.0			1.0
12	Travel	1.0	2.0	0.0			1.0
12	Travel	0.0	2.0	0.0			1.0
12	Travel	1.0	2.0	1.0			1.0
